# {"t_start": 1551044220.731029, "env_id": "MyBulletCartPole-v0"} 
r,l,t
92.0,92,60.758095
57.0,57,60.806393
66.0,66,60.859653
92.0,92,60.936446
66.0,66,60.990457
92.0,92,61.065413
200.0,200,61.226043
173.0,173,61.363641
92.0,92,61.436381
53.0,53,61.476106
85.0,85,61.541899
57.0,57,61.586009
96.0,96,61.661807
163.0,163,61.787189
100.0,100,61.866873
111.0,111,61.954066
78.0,78,62.015999
136.0,136,62.122377
68.0,68,62.174874
68.0,68,62.230384
80.0,80,62.292504
121.0,121,62.536519
83.0,83,62.601927
78.0,78,62.663177
77.0,77,62.724073
122.0,122,62.819316
85.0,85,62.885474
120.0,120,62.97785
94.0,94,63.05048
59.0,59,63.096185
67.0,67,63.147024
142.0,142,63.256738
75.0,75,63.314375
80.0,80,63.375499
122.0,122,63.467587
73.0,73,63.52404
95.0,95,63.596211
55.0,55,63.638548
153.0,153,63.753522
58.0,58,63.798605
100.0,100,63.874768
59.0,59,63.921347
81.0,81,63.984461
149.0,149,64.256792
67.0,67,64.308323
54.0,54,64.350918
98.0,98,64.426761
118.0,118,64.518856
99.0,99,64.596599
143.0,143,64.706429
87.0,87,64.773173
59.0,59,64.81809
140.0,140,64.926649
54.0,54,64.967864
61.0,61,65.018227
65.0,65,65.068318
89.0,89,65.141752
108.0,108,65.226303
62.0,62,65.277416
102.0,102,65.354447
89.0,89,65.423732
56.0,56,65.467918
61.0,61,65.514882
184.0,184,65.658035
47.0,47,65.695371
72.0,72,65.754325
83.0,83,65.819457
55.0,55,66.014178
167.0,167,66.142245
124.0,124,66.236429
70.0,70,66.29117
56.0,56,66.334471
57.0,57,66.378231
56.0,56,66.422841
67.0,67,66.474242
105.0,105,66.556286
189.0,189,66.701121
56.0,56,66.744084
59.0,59,66.788226
65.0,65,66.83828
47.0,47,66.87646
150.0,150,66.990735
128.0,128,67.091218
74.0,74,67.148056
60.0,60,67.197736
82.0,82,67.261655
152.0,152,67.37813
183.0,183,67.51921
77.0,77,67.73005
150.0,150,67.845741
87.0,87,67.912455
66.0,66,67.961894
115.0,115,68.04785
56.0,56,68.092709
72.0,72,68.148135
46.0,46,68.184293
54.0,54,68.225229
60.0,60,68.272791
98.0,98,68.348373
159.0,159,68.472927
70.0,70,68.525992
58.0,58,68.572267
61.0,61,68.62012
91.0,91,68.689984
62.0,62,68.737158
111.0,111,68.819063
77.0,77,68.880008
99.0,99,68.956804
82.0,82,69.021924
136.0,136,69.128354
108.0,108,69.210889
98.0,98,69.286125
123.0,123,69.534565
103.0,103,69.616196
165.0,165,69.742491
134.0,134,69.845818
164.0,164,69.97526
82.0,82,70.038252
110.0,110,70.125426
63.0,63,70.174185
98.0,98,70.250557
61.0,61,70.298653
87.0,87,70.364763
77.0,77,70.424716
77.0,77,70.484942
167.0,167,70.614316
61.0,61,70.661139
56.0,56,70.704233
116.0,116,70.795309
56.0,56,70.83832
54.0,54,70.88057
142.0,142,70.988732
59.0,59,71.185125
94.0,94,71.261003
51.0,51,71.299954
55.0,55,71.344425
75.0,75,71.40363
91.0,91,71.473193
45.0,45,71.510345
67.0,67,71.564046
69.0,69,71.617249
62.0,62,71.667451
185.0,185,71.810613
78.0,78,71.871113
68.0,68,71.923126
134.0,134,72.027392
95.0,95,72.101184
193.0,193,72.249022
100.0,100,72.325984
142.0,142,72.433584
148.0,148,72.546348
154.0,154,72.664126
82.0,82,72.727878
80.0,80,72.943831
106.0,106,73.027489
54.0,54,73.06991
152.0,152,73.187397
72.0,72,73.243557
154.0,154,73.363823
61.0,61,73.412049
112.0,112,73.499285
74.0,74,73.55637
73.0,73,73.613674
88.0,88,73.683803
126.0,126,73.779069
66.0,66,73.830041
145.0,145,73.941322
87.0,87,74.006838
43.0,43,74.040176
60.0,60,74.087259
87.0,87,74.155086
93.0,93,74.227633
65.0,65,74.278291
59.0,59,74.32377
64.0,64,74.37707
81.0,81,74.439731
87.0,87,74.507348
55.0,55,74.703927
66.0,66,74.757743
78.0,78,74.818019
95.0,95,74.892867
86.0,86,74.960047
98.0,98,75.035388
174.0,174,75.170196
111.0,111,75.255817
65.0,65,75.306679
67.0,67,75.358678
69.0,69,75.411527
109.0,109,75.495384
71.0,71,75.549866
90.0,90,75.619762
97.0,97,75.695734
77.0,77,75.754477
60.0,60,75.801403
100.0,100,75.880502
77.0,77,75.939816
81.0,81,76.002597
69.0,69,76.058093
74.0,74,76.116087
200.0,200,76.417335
159.0,159,76.540179
35.0,35,76.567262
70.0,70,76.621417
76.0,76,76.67942
70.0,70,76.735161
61.0,61,76.781446
64.0,64,76.831532
88.0,88,76.900231
57.0,57,76.943646
109.0,109,77.026913
59.0,59,77.074398
151.0,151,77.191694
80.0,80,77.253887
49.0,49,77.291536
133.0,133,77.395999
81.0,81,77.459028
60.0,60,77.508043
143.0,143,77.61838
120.0,120,77.712692
75.0,75,77.77069
52.0,52,77.812294
83.0,83,77.875882
103.0,103,77.955356
56.0,56,77.99992
79.0,79,78.212415
103.0,103,78.295152
61.0,61,78.344345
73.0,73,78.400546
57.0,57,78.446575
59.0,59,78.493394
85.0,85,78.560382
200.0,200,78.713973
69.0,69,78.769186
65.0,65,78.819179
102.0,102,78.897633
149.0,149,79.012639
89.0,89,79.080488
73.0,73,79.137149
109.0,109,79.222909
104.0,104,79.304077
150.0,150,79.420248
110.0,110,79.506554
97.0,97,79.581288
89.0,89,79.65012
102.0,102,79.729177
165.0,165,80.011721
125.0,125,80.109011
147.0,147,80.22046
180.0,180,80.358245
95.0,95,80.433412
126.0,126,80.52951
85.0,85,80.595535
62.0,62,80.644409
105.0,105,80.726415
149.0,149,80.842
191.0,191,80.989178
67.0,67,81.041227
124.0,124,81.138013
64.0,64,81.18797
137.0,137,81.292777
62.0,62,81.34122
118.0,118,81.434754
68.0,68,81.486702
50.0,50,81.679233
59.0,59,81.725718
76.0,76,81.784086
130.0,130,81.885157
74.0,74,81.944297
78.0,78,82.00489
53.0,53,82.045926
78.0,78,82.107093
53.0,53,82.149671
68.0,68,82.2017
115.0,115,82.29102
135.0,135,82.394618
200.0,200,82.548428
60.0,60,82.593583
81.0,81,82.656439
91.0,91,82.726844
55.0,55,82.768069
81.0,81,82.831806
48.0,48,82.869916
173.0,173,82.999697
110.0,110,83.086648
157.0,157,83.206614
50.0,50,83.398299
109.0,109,83.483562
78.0,78,83.542895
70.0,70,83.59939
64.0,64,83.649455
200.0,200,83.804353
75.0,75,83.860885
92.0,92,83.931762
157.0,157,84.050787
121.0,121,84.144367
57.0,57,84.188007
81.0,81,84.250776
69.0,69,84.305169
89.0,89,84.373342
81.0,81,84.436394
76.0,76,84.496052
76.0,76,84.554814
128.0,128,84.659852
70.0,70,84.716246
72.0,72,84.773955
63.0,63,84.825067
98.0,98,84.89905
160.0,160,85.183467
57.0,57,85.227984
95.0,95,85.300693
61.0,61,85.348018
74.0,74,85.405541
63.0,63,85.453998
53.0,53,85.495761
70.0,70,85.548444
200.0,200,85.701081
123.0,123,85.797515
144.0,144,85.909571
100.0,100,85.986132
64.0,64,86.037442
74.0,74,86.094046
64.0,64,86.144134
111.0,111,86.229947
102.0,102,86.309202
200.0,200,86.463846
200.0,200,86.616587
124.0,124,86.71383
50.0,50,86.904696
87.0,87,86.970495
125.0,125,87.067725
69.0,69,87.121555
77.0,77,87.182974
77.0,77,87.244293
101.0,101,87.338402
63.0,63,87.388831
76.0,76,87.447666
60.0,60,87.495266
108.0,108,87.580213
54.0,54,87.621722
107.0,107,87.703947
93.0,93,87.777565
119.0,119,87.869115
66.0,66,87.920846
97.0,97,87.996603
50.0,50,88.036803
63.0,63,88.08534
60.0,60,88.13177
120.0,120,88.224985
65.0,65,88.276125
49.0,49,88.315344
67.0,67,88.366766
73.0,73,88.423827
60.0,60,88.470202
89.0,89,88.692316
67.0,67,88.745192
89.0,89,88.81368
75.0,75,88.870665
97.0,97,88.945443
73.0,73,89.003689
56.0,56,89.045684
66.0,66,89.097513
74.0,74,89.156507
48.0,48,89.193959
116.0,116,89.281656
61.0,61,89.32904
142.0,142,89.440837
52.0,52,89.479541
66.0,66,89.529991
124.0,124,89.625069
68.0,68,89.679161
112.0,112,89.76692
128.0,128,89.867222
57.0,57,89.912421
67.0,67,89.964563
49.0,49,90.004575
78.0,78,90.064249
75.0,75,90.121978
96.0,96,90.196927
128.0,128,90.449693
194.0,194,90.600505
60.0,60,90.648718
59.0,59,90.69408
135.0,135,90.797838
64.0,64,90.84692
113.0,113,90.934992
76.0,76,90.99492
57.0,57,91.039227
58.0,58,91.08559
62.0,62,91.133967
162.0,162,91.257841
200.0,200,91.412638
73.0,73,91.468418
67.0,67,91.52101
126.0,126,91.616762
126.0,126,91.713724
86.0,86,91.781312
200.0,200,91.935353
75.0,75,92.145761
154.0,154,92.266752
64.0,64,92.316579
61.0,61,92.364794
110.0,110,92.45117
77.0,77,92.511112
119.0,119,92.603418
94.0,94,92.675527
63.0,63,92.724678
93.0,93,92.796316
71.0,71,92.850056
65.0,65,92.899379
97.0,97,92.972633
79.0,79,93.034858
77.0,77,93.094952
71.0,71,93.150975
82.0,82,93.214271
60.0,60,93.262562
69.0,69,93.316203
64.0,64,93.367145
85.0,85,93.432505
63.0,63,93.482845
79.0,79,93.54219
136.0,136,93.647297
105.0,105,93.882502
100.0,100,93.961319
69.0,69,94.014862
128.0,128,94.114534
73.0,73,94.171346
200.0,200,94.323153
78.0,78,94.384747
200.0,200,94.536845
67.0,67,94.587534
83.0,83,94.652189
80.0,80,94.715483
56.0,56,94.759908
70.0,70,94.814709
69.0,69,94.868494
200.0,200,95.024336
66.0,66,95.077229
86.0,86,95.145068
200.0,200,95.298236
63.0,63,95.34818
60.0,60,95.394848
107.0,107,95.630538
70.0,70,95.685483
82.0,82,95.750607
83.0,83,95.814763
69.0,69,95.868607
63.0,63,95.916306
129.0,129,96.016758
90.0,90,96.084767
100.0,100,96.163109
200.0,200,96.316526
139.0,139,96.425752
66.0,66,96.476236
61.0,61,96.524011
62.0,62,96.570111
58.0,58,96.616796
103.0,103,96.696604
61.0,61,96.744509
185.0,185,96.885475
78.0,78,96.94608
181.0,181,97.084065
57.0,57,97.129204
57.0,57,97.174402
93.0,93,97.407748
92.0,92,97.479293
91.0,91,97.550936
100.0,100,97.629692
55.0,55,97.669565
59.0,59,97.715947
147.0,147,97.830017
59.0,59,97.8738
82.0,82,97.937584
81.0,81,97.998954
71.0,71,98.054834
88.0,88,98.123759
118.0,118,98.212754
85.0,85,98.277911
166.0,166,98.405758
77.0,77,98.466057
57.0,57,98.512203
108.0,108,98.59578
144.0,144,98.707154
73.0,73,98.764559
58.0,58,98.811145
72.0,72,98.865567
172.0,172,99.157379
57.0,57,99.202071
63.0,63,99.251727
70.0,70,99.306663
71.0,71,99.361983
107.0,107,99.445215
80.0,80,99.50677
62.0,62,99.553336
74.0,74,99.611911
58.0,58,99.656736
57.0,57,99.70183
69.0,69,99.75625
54.0,54,99.798021
200.0,200,99.951031
54.0,54,99.992998
74.0,74,100.051052
57.0,57,100.095212
52.0,52,100.136605
82.0,82,100.200001
61.0,61,100.247677
38.0,38,100.276617
196.0,196,100.429895
106.0,106,100.51106
45.0,45,100.545916
175.0,175,100.679525
123.0,123,100.930065
59.0,59,100.974578
200.0,200,101.130115
53.0,53,101.172324
95.0,95,101.246632
200.0,200,101.399862
71.0,71,101.453267
84.0,84,101.518725
116.0,116,101.605955
69.0,69,101.659872
137.0,137,101.764496
91.0,91,101.834872
77.0,77,101.893833
72.0,72,101.949923
64.0,64,102.00086
67.0,67,102.051502
84.0,84,102.116949
94.0,94,102.18886
151.0,151,102.305682
63.0,63,102.354412
66.0,66,102.406792
84.0,84,102.62257
55.0,55,102.665004
96.0,96,102.739384
73.0,73,102.79592
78.0,78,102.855008
48.0,48,102.892818
200.0,200,103.047613
77.0,77,103.106168
63.0,63,103.153958
167.0,167,103.281611
109.0,109,103.367711
76.0,76,103.426714
78.0,78,103.485712
92.0,92,103.556591
63.0,63,103.606335
68.0,68,103.659701
71.0,71,103.715205
127.0,127,103.812759
158.0,158,103.934551
90.0,90,104.001499
118.0,118,104.092075
94.0,94,104.314249
57.0,57,104.360558
122.0,122,104.458289
96.0,96,104.532102
66.0,66,104.582768
64.0,64,104.630228
68.0,68,104.68273
99.0,99,104.760798
58.0,58,104.806023
154.0,154,104.924024
51.0,51,104.96438
57.0,57,105.00932
67.0,67,105.064202
86.0,86,105.131696
116.0,116,105.221663
72.0,72,105.276394
86.0,86,105.344024
113.0,113,105.433182
73.0,73,105.488888
116.0,116,105.578153
79.0,79,105.638857
71.0,71,105.693664
63.0,63,105.744338
108.0,108,105.826509
75.0,75,105.88374
57.0,57,106.083532
83.0,83,106.146541
69.0,69,106.199883
56.0,56,106.243847
156.0,156,106.364412
71.0,71,106.42096
79.0,79,106.482009
79.0,79,106.543696
59.0,59,106.590008
65.0,65,106.641083
89.0,89,106.708938
94.0,94,106.781316
114.0,114,106.86743
108.0,108,106.951539
61.0,61,106.999732
92.0,92,107.070326
49.0,49,107.108985
106.0,106,107.191262
79.0,79,107.252814
114.0,114,107.341801
116.0,116,107.429096
108.0,108,107.512568
69.0,69,107.565957
86.0,86,107.631433
200.0,200,107.938095
87.0,87,108.006621
72.0,72,108.063527
118.0,118,108.155402
67.0,67,108.207939
82.0,82,108.272557
102.0,102,108.34978
72.0,72,108.406208
100.0,100,108.484537
107.0,107,108.567531
81.0,81,108.629051
81.0,81,108.69093
61.0,61,108.739396
66.0,66,108.791372
53.0,53,108.831149
87.0,87,108.901441
64.0,64,108.950544
65.0,65,109.000817
82.0,82,109.065279
116.0,116,109.154838
52.0,52,109.196022
93.0,93,109.268004
66.0,66,109.319467
139.0,139,109.584576
130.0,130,109.685714
51.0,51,109.725057
73.0,73,109.780137
69.0,69,109.832626
68.0,68,109.88556
64.0,64,109.933544
56.0,56,109.977485
72.0,72,110.032108
69.0,69,110.085349
131.0,131,110.185529
56.0,56,110.230489
61.0,61,110.277118
128.0,128,110.376239
83.0,83,110.439995
163.0,163,110.566391
111.0,111,110.652584
56.0,56,110.696581
66.0,66,110.747949
73.0,73,110.805375
193.0,193,110.954318
87.0,87,111.020859
66.0,66,111.072171
79.0,79,111.283463
117.0,117,111.37676
81.0,81,111.440118
77.0,77,111.501375
109.0,109,111.585106
79.0,79,111.644719
121.0,121,111.739733
65.0,65,111.790398
62.0,62,111.838295
107.0,107,111.919243
92.0,92,111.991127
62.0,62,112.038978
133.0,133,112.141534
108.0,108,112.22496
83.0,83,112.290132
61.0,61,112.338407
62.0,62,112.386358
133.0,133,112.488221
200.0,200,112.642388
68.0,68,112.696238
62.0,62,112.745075
66.0,66,112.79587
114.0,114,113.03427
69.0,69,113.086977
74.0,74,113.145833
49.0,49,113.185016
57.0,57,113.228678
82.0,82,113.290515
76.0,76,113.348052
113.0,113,113.435849
191.0,191,113.580604
66.0,66,113.633138
88.0,88,113.70128
63.0,63,113.75099
83.0,83,113.815233
62.0,62,113.862523
83.0,83,113.927807
92.0,92,113.999559
93.0,93,114.072113
56.0,56,114.117161
149.0,149,114.231443
151.0,151,114.349702
89.0,89,114.418082
95.0,95,114.491916
196.0,196,114.796912
112.0,112,114.883063
114.0,114,114.971744
73.0,73,115.027352
73.0,73,115.085199
89.0,89,115.155324
160.0,160,115.278042
76.0,76,115.339854
62.0,62,115.387934
113.0,113,115.476699
127.0,127,115.574134
56.0,56,115.617811
49.0,49,115.655463
88.0,88,115.722659
79.0,79,115.78369
186.0,186,115.926641
117.0,117,116.016832
76.0,76,116.075057
57.0,57,116.121416
61.0,61,116.168356
84.0,84,116.235332
102.0,102,116.314449
104.0,104,116.54609
61.0,61,116.593681
73.0,73,116.650615
55.0,55,116.693722
76.0,76,116.753272
61.0,61,116.801279
142.0,142,116.911928
85.0,85,116.978894
94.0,94,117.050343
58.0,58,117.097183
116.0,116,117.185064
61.0,61,117.232731
128.0,128,117.334941
45.0,45,117.379522
72.0,72,117.434559
73.0,73,117.49089
75.0,75,117.548492
56.0,56,117.592752
65.0,65,117.642805
92.0,92,117.714311
150.0,150,117.830204
82.0,82,117.893814
103.0,103,117.973101
83.0,83,118.03765
138.0,138,118.29979
96.0,96,118.373281
99.0,99,118.451141
161.0,161,118.574553
147.0,147,118.688254
121.0,121,118.784182
118.0,118,118.873231
61.0,61,118.921073
121.0,121,119.014387
55.0,55,119.058039
71.0,71,119.113675
69.0,69,119.167802
62.0,62,119.214393
58.0,58,119.260117
60.0,60,119.30791
74.0,74,119.365014
81.0,81,119.429108
51.0,51,119.469041
63.0,63,119.51917
80.0,80,119.581066
65.0,65,119.63038
81.0,81,119.69458
59.0,59,119.739854
80.0,80,119.800408
72.0,72,120.009212
200.0,200,120.169387
82.0,82,120.234453
63.0,63,120.283784
59.0,59,120.330459
58.0,58,120.375071
68.0,68,120.426593
198.0,198,120.577744
131.0,131,120.678322
103.0,103,120.75803
67.0,67,120.81036
76.0,76,120.8691
69.0,69,120.923008
123.0,123,121.018386
105.0,105,121.098223
138.0,138,121.207649
97.0,97,121.283487
111.0,111,121.3681
70.0,70,121.422081
117.0,117,121.512946
101.0,101,121.743951
47.0,47,121.784629
99.0,99,121.860378
168.0,168,121.9898
105.0,105,122.070371
72.0,72,122.127012
72.0,72,122.183884
94.0,94,122.257472
81.0,81,122.319649
78.0,78,122.380627
64.0,64,122.431047
120.0,120,122.523549
105.0,105,122.605167
188.0,188,122.751342
92.0,92,122.822396
100.0,100,122.901235
62.0,62,122.950025
60.0,60,122.998546
88.0,88,123.065453
64.0,64,123.116144
60.0,60,123.16299
200.0,200,123.316355
191.0,191,123.618898
55.0,55,123.661656
106.0,106,123.745341
65.0,65,123.796304
200.0,200,123.95057
94.0,94,124.023061
115.0,115,124.111844
200.0,200,124.26265
91.0,91,124.333143
140.0,140,124.442524
66.0,66,124.495075
87.0,87,124.560009
62.0,62,124.606898
137.0,137,124.712433
124.0,124,124.809172
77.0,77,124.870061
83.0,83,124.935462
69.0,69,124.98957
82.0,82,125.052763
99.0,99,125.288685
99.0,99,125.366149
90.0,90,125.433836
80.0,80,125.496592
142.0,142,125.606931
93.0,93,125.679189
142.0,142,125.788546
132.0,132,125.891174
69.0,69,125.945785
61.0,61,125.992968
166.0,166,126.121985
70.0,70,126.175972
60.0,60,126.222355
58.0,58,126.267196
43.0,43,126.300828
86.0,86,126.366513
76.0,76,126.425411
75.0,75,126.484751
89.0,89,126.553551
135.0,135,126.656316
70.0,70,126.711868
200.0,200,127.020813
68.0,68,127.072437
114.0,114,127.160181
85.0,85,127.224506
68.0,68,127.277075
57.0,57,127.322468
129.0,129,127.422962
108.0,108,127.506958
107.0,107,127.589089
58.0,58,127.633494
128.0,128,127.729894
55.0,55,127.774099
50.0,50,127.814079
79.0,79,127.875104
62.0,62,127.924667
90.0,90,127.993593
57.0,57,128.039739
194.0,194,128.187538
52.0,52,128.228712
121.0,121,128.319448
63.0,63,128.367345
65.0,65,128.418313
83.0,83,128.481288
54.0,54,128.524043
68.0,68,128.729911
67.0,67,128.783298
84.0,84,128.848578
53.0,53,128.888009
130.0,130,128.988299
67.0,67,129.041905
85.0,85,129.106874
95.0,95,129.181284
65.0,65,129.231272
77.0,77,129.291239
60.0,60,129.338185
178.0,178,129.474702
107.0,107,129.55908
200.0,200,129.711055
63.0,63,129.76197
110.0,110,129.85043
73.0,73,129.90593
101.0,101,129.984107
81.0,81,130.047907
66.0,66,130.098505
92.0,92,130.170583
66.0,66,130.221976
55.0,55,130.265382
126.0,126,130.515929
100.0,100,130.590195
85.0,85,130.654766
75.0,75,130.71309
62.0,62,130.760749
168.0,168,130.889797
74.0,74,130.946838
123.0,123,131.04283
105.0,105,131.125206
75.0,75,131.183599
134.0,134,131.286768
73.0,73,131.343337
80.0,80,131.404236
131.0,131,131.504217
78.0,78,131.567047
121.0,121,131.65999
149.0,149,131.776951
118.0,118,131.865388
73.0,73,131.922368
77.0,77,131.981145
119.0,119,132.224662
136.0,136,132.330046
84.0,84,132.395584
69.0,69,132.448145
65.0,65,132.498487
128.0,128,132.596897
90.0,90,132.669087
70.0,70,132.723481
69.0,69,132.777329
91.0,91,132.846851
53.0,53,132.886842
90.0,90,132.958053
79.0,79,133.019653
62.0,62,133.067544
88.0,88,133.135298
92.0,92,133.205751
58.0,58,133.251462
78.0,78,133.313174
95.0,95,133.386146
93.0,93,133.458999
58.0,58,133.502368
49.0,49,133.540892
85.0,85,133.605991
129.0,129,133.706029
89.0,89,133.773942
102.0,102,134.003791
57.0,57,134.049001
85.0,85,134.11558
81.0,81,134.178545
61.0,61,134.224968
91.0,91,134.29544
66.0,66,134.346427
51.0,51,134.385541
65.0,65,134.436317
69.0,69,134.489213
118.0,118,134.579897
138.0,138,134.683135
53.0,53,134.72328
78.0,78,134.784217
80.0,80,134.847741
68.0,68,134.901561
71.0,71,134.956449
176.0,176,135.091621
74.0,74,135.148958
139.0,139,135.256422
76.0,76,135.316302
59.0,59,135.360986
103.0,103,135.441241
60.0,60,135.487978
83.0,83,135.706417
64.0,64,135.755695
57.0,57,135.799733
74.0,74,135.857257
118.0,118,135.948727
57.0,57,135.992469
148.0,148,136.107553
110.0,110,136.192074
154.0,154,136.308146
51.0,51,136.348715
58.0,58,136.394184
79.0,79,136.455997
68.0,68,136.508677
53.0,53,136.550316
161.0,161,136.674555
83.0,83,136.738022
66.0,66,136.787673
74.0,74,136.84656
78.0,78,136.90627
88.0,88,136.975438
84.0,84,137.03988
75.0,75,137.099424
111.0,111,137.185588
70.0,70,137.240308
110.0,110,137.478611
63.0,63,137.525193
68.0,68,137.578135
70.0,70,137.63145
88.0,88,137.700572
59.0,59,137.746766
62.0,62,137.795833
136.0,136,137.899859
120.0,120,137.991749
94.0,94,138.065646
62.0,62,138.114
61.0,61,138.160767
116.0,116,138.252477
74.0,74,138.310539
65.0,65,138.36044
124.0,124,138.454893
98.0,98,138.530267
131.0,131,138.63004
91.0,91,138.700773
51.0,51,138.740295
93.0,93,138.812196
55.0,55,138.854834
61.0,61,138.901362
92.0,92,138.970697
70.0,70,139.180082
60.0,60,139.227435
61.0,61,139.273822
107.0,107,139.357158
116.0,116,139.44701
101.0,101,139.525934
73.0,73,139.583074
100.0,100,139.659724
87.0,87,139.727597
84.0,84,139.793625
68.0,68,139.847245
86.0,86,139.913963
62.0,62,139.960751
76.0,76,140.019479
61.0,61,140.067965
61.0,61,140.114504
63.0,63,140.163686
84.0,84,140.229626
68.0,68,140.284295
55.0,55,140.326206
124.0,124,140.421976
67.0,67,140.47394
57.0,57,140.519537
103.0,103,140.599509
106.0,106,140.680037
61.0,61,140.728472
89.0,89,140.946666
114.0,114,141.034504
106.0,106,141.116242
97.0,97,141.190661
109.0,109,141.275029
71.0,71,141.329364
80.0,80,141.393103
136.0,136,141.497152
89.0,89,141.565067
128.0,128,141.664651
61.0,61,141.711933
59.0,59,141.759043
99.0,99,141.835039
111.0,111,141.920731
107.0,107,142.003496
100.0,100,142.081209
97.0,97,142.156593
93.0,93,142.227424
101.0,101,142.305801
112.0,112,142.39168
71.0,71,142.447778
89.0,89,142.670227
98.0,98,142.745844
142.0,142,142.856326
64.0,64,142.907179
85.0,85,142.972816
95.0,95,143.044135
88.0,88,143.11329
64.0,64,143.163748
77.0,77,143.224134
71.0,71,143.280498
96.0,96,143.35309
