# {"t_start": 1551044220.731029, "env_id": "MyBulletCartPole-v0"} 
r,l,t
200.0,200,398.542038
200.0,200,398.855344
200.0,200,399.01174
200.0,200,399.168179
200.0,200,399.335251
200.0,200,399.491237
200.0,200,399.638933
200.0,200,399.788121
200.0,200,399.938884
200.0,200,400.088173
200.0,200,400.238259
200.0,200,400.551369
200.0,200,400.698411
200.0,200,400.849447
200.0,200,401.001408
200.0,200,401.152518
200.0,200,401.302184
200.0,200,401.453963
200.0,200,401.606132
200.0,200,401.757269
200.0,200,401.90785
200.0,200,402.210218
200.0,200,402.359846
200.0,200,402.512049
200.0,200,402.662899
200.0,200,402.812556
200.0,200,402.962945
200.0,200,403.112484
200.0,200,403.264617
200.0,200,403.416969
200.0,200,403.566779
200.0,200,403.870071
200.0,200,404.015915
200.0,200,404.167963
200.0,200,404.31949
200.0,200,404.470923
200.0,200,404.619711
200.0,200,404.770414
200.0,200,404.919517
200.0,200,405.070034
200.0,200,405.220828
200.0,200,405.373155
200.0,200,405.680669
200.0,200,405.830949
200.0,200,405.981461
200.0,200,406.130008
200.0,200,406.281655
188.0,188,406.421404
200.0,200,406.574739
200.0,200,406.723968
200.0,200,406.874654
200.0,200,407.02472
200.0,200,407.333332
200.0,200,407.48444
200.0,200,407.634875
200.0,200,407.785974
200.0,200,407.936184
200.0,200,408.086345
200.0,200,408.23598
200.0,200,408.38752
200.0,200,408.538569
200.0,200,408.689999
200.0,200,408.996633
200.0,200,409.148688
200.0,200,409.294509
200.0,200,409.44368
200.0,200,409.59389
200.0,200,409.743781
200.0,200,409.895157
200.0,200,410.045764
200.0,200,410.197988
200.0,200,410.348182
200.0,200,410.650343
200.0,200,410.801798
56.0,56,410.846064
200.0,200,410.990106
200.0,200,411.141188
200.0,200,411.291984
200.0,200,411.44566
200.0,200,411.599138
200.0,200,411.760371
200.0,200,411.913061
200.0,200,412.062799
200.0,200,412.369068
200.0,200,412.519364
200.0,200,412.67874
200.0,200,412.834168
200.0,200,412.989225
200.0,200,413.141721
200.0,200,413.299804
200.0,200,413.459935
200.0,200,413.621111
200.0,200,413.779702
200.0,200,413.942287
200.0,200,414.250149
200.0,200,414.401201
200.0,200,414.553251
200.0,200,414.703489
200.0,200,414.855211
200.0,200,415.007954
200.0,200,415.162214
200.0,200,415.311842
200.0,200,415.462967
200.0,200,415.614848
200.0,200,415.919559
200.0,200,416.071567
200.0,200,416.224585
200.0,200,416.377338
200.0,200,416.536816
200.0,200,416.689235
200.0,200,416.840067
200.0,200,416.988999
200.0,200,417.139903
200.0,200,417.293087
200.0,200,417.60617
200.0,200,417.757099
200.0,200,417.908094
200.0,200,418.059718
200.0,200,418.211118
200.0,200,418.360955
200.0,200,418.512663
200.0,200,418.66305
200.0,200,418.8149
200.0,200,418.966395
200.0,200,419.267591
200.0,200,419.42092
200.0,200,419.575106
200.0,200,419.726448
200.0,200,419.883165
200.0,200,420.034612
200.0,200,420.187548
200.0,200,420.339711
200.0,200,420.491629
200.0,200,420.644696
200.0,200,420.795385
200.0,200,421.117756
200.0,200,421.281655
200.0,200,421.435176
200.0,200,421.586231
200.0,200,421.741402
200.0,200,421.899871
200.0,200,422.061001
200.0,200,422.214871
200.0,200,422.368536
200.0,200,422.523395
200.0,200,422.845591
200.0,200,423.000481
200.0,200,423.154862
200.0,200,423.313695
200.0,200,423.467082
200.0,200,423.632053
200.0,200,423.781661
200.0,200,423.931918
200.0,200,424.079427
200.0,200,424.231115
200.0,200,424.537437
200.0,200,424.687903
200.0,200,424.838659
200.0,200,424.98962
200.0,200,425.139749
200.0,200,425.290802
200.0,200,425.442472
200.0,200,425.593395
200.0,200,425.743414
200.0,200,425.894202
200.0,200,426.200288
200.0,200,426.36519
200.0,200,426.516682
200.0,200,426.668636
200.0,200,426.820425
200.0,200,426.974818
200.0,200,427.123659
200.0,200,427.271461
200.0,200,427.42166
200.0,200,427.573664
200.0,200,427.729352
200.0,200,428.045903
200.0,200,428.205985
200.0,200,428.357956
200.0,200,428.508391
200.0,200,428.659975
200.0,200,428.811344
200.0,200,428.963165
200.0,200,429.113914
200.0,200,429.266426
200.0,200,429.417049
200.0,200,429.725114
200.0,200,429.875174
200.0,200,430.025922
200.0,200,430.177418
200.0,200,430.328886
200.0,200,430.479921
200.0,200,430.634078
200.0,200,430.795167
200.0,200,430.950812
200.0,200,431.103376
200.0,200,431.415644
200.0,200,431.564468
200.0,200,431.712293
200.0,200,431.862865
200.0,200,432.013304
200.0,200,432.164615
200.0,200,432.315374
200.0,200,432.466335
200.0,200,432.621925
200.0,200,432.772347
200.0,200,433.090338
200.0,200,433.248256
200.0,200,433.398605
200.0,200,433.550941
200.0,200,433.701986
200.0,200,433.853873
200.0,200,434.010686
200.0,200,434.162705
200.0,200,434.314357
200.0,200,434.481351
200.0,200,434.786437
200.0,200,434.936478
200.0,200,435.087509
200.0,200,435.244441
200.0,200,435.396292
200.0,200,435.54886
200.0,200,435.714204
200.0,200,435.864385
200.0,200,436.017997
200.0,200,436.171107
200.0,200,436.323501
200.0,200,436.626944
200.0,200,436.779933
200.0,200,436.930745
200.0,200,437.08155
200.0,200,437.232183
200.0,200,437.382918
200.0,200,437.533983
200.0,200,437.685671
200.0,200,437.837029
200.0,200,437.98772
200.0,200,438.290767
200.0,200,438.441921
200.0,200,438.592944
200.0,200,438.745051
200.0,200,438.897754
200.0,200,439.049053
200.0,200,439.1999
200.0,200,439.35112
200.0,200,439.502697
200.0,200,439.653974
200.0,200,439.957656
200.0,200,440.109415
200.0,200,440.259537
200.0,200,440.410546
200.0,200,440.562288
200.0,200,440.712046
200.0,200,440.864178
200.0,200,441.015522
200.0,200,441.166263
200.0,200,441.317755
200.0,200,441.621683
200.0,200,441.771271
200.0,200,441.922279
200.0,200,442.075129
200.0,200,442.225147
200.0,200,442.37669
200.0,200,442.527851
200.0,200,442.678554
200.0,200,442.829556
200.0,200,442.980034
200.0,200,443.131933
200.0,200,443.433973
200.0,200,443.584352
200.0,200,443.734763
200.0,200,443.892194
200.0,200,444.042864
200.0,200,444.202775
200.0,200,444.3647
200.0,200,444.517705
200.0,200,444.66791
200.0,200,444.825139
200.0,200,445.129464
200.0,200,445.277498
200.0,200,445.437834
200.0,200,445.597492
200.0,200,445.757482
200.0,200,445.917038
200.0,200,446.075612
200.0,200,446.234036
200.0,200,446.391741
200.0,200,446.54431
200.0,200,446.84907
200.0,200,447.000433
200.0,200,447.153809
200.0,200,447.331373
200.0,200,447.487553
200.0,200,447.640565
200.0,200,447.792297
200.0,200,447.944831
200.0,200,448.096722
200.0,200,448.24819
200.0,200,448.551735
200.0,200,448.702136
200.0,200,448.85437
200.0,200,449.006676
200.0,200,449.157673
200.0,200,449.309471
200.0,200,449.462886
200.0,200,449.612975
200.0,200,449.763479
200.0,200,449.915771
200.0,200,450.066459
200.0,200,450.370718
200.0,200,450.522769
200.0,200,450.673636
200.0,200,450.825098
200.0,200,450.976733
200.0,200,451.1273
200.0,200,451.279743
200.0,200,451.431675
200.0,200,451.58319
200.0,200,451.733057
200.0,200,452.037592
200.0,200,452.189427
200.0,200,452.339991
200.0,200,452.491408
200.0,200,452.642728
200.0,200,452.795741
200.0,200,452.948888
200.0,200,453.100673
200.0,200,453.251794
200.0,200,453.402318
200.0,200,453.70353
200.0,200,453.854676
200.0,200,454.004476
200.0,200,454.155416
200.0,200,454.305986
200.0,200,454.458945
200.0,200,454.611641
200.0,200,454.762937
200.0,200,454.915599
200.0,200,455.067752
200.0,200,455.368817
200.0,200,455.519228
200.0,200,455.670821
200.0,200,455.822421
200.0,200,455.974078
200.0,200,456.126273
200.0,200,456.276059
200.0,200,456.426147
200.0,200,456.579518
200.0,200,456.729301
200.0,200,456.880834
200.0,200,457.18466
200.0,200,457.337225
200.0,200,457.487691
200.0,200,457.639868
200.0,200,457.792504
200.0,200,457.942641
200.0,200,458.094119
200.0,200,458.246304
200.0,200,458.397073
200.0,200,458.550069
200.0,200,458.852825
200.0,200,459.00398
200.0,200,459.155651
200.0,200,459.307646
200.0,200,459.459225
200.0,200,459.610827
200.0,200,459.762544
200.0,200,459.912868
200.0,200,460.064289
200.0,200,460.216206
200.0,200,460.519627
200.0,200,460.671936
200.0,200,460.824042
200.0,200,460.973663
200.0,200,461.125226
200.0,200,461.275821
200.0,200,461.426446
200.0,200,461.578032
200.0,200,461.728754
200.0,200,461.879163
200.0,200,462.182995
200.0,200,462.336098
200.0,200,462.485693
200.0,200,462.635834
200.0,200,462.787563
200.0,200,462.937954
200.0,200,463.088289
200.0,200,463.238711
200.0,200,463.388185
200.0,200,463.539553
200.0,200,463.691263
200.0,200,463.992974
200.0,200,464.142805
200.0,200,464.295302
200.0,200,464.446781
200.0,200,464.597682
200.0,200,464.750762
200.0,200,464.90299
200.0,200,465.055222
200.0,200,465.206094
200.0,200,465.357798
200.0,200,465.659756
200.0,200,465.810993
200.0,200,465.962106
200.0,200,466.112963
200.0,200,466.265637
200.0,200,466.417995
200.0,200,466.568845
200.0,200,466.721201
200.0,200,466.873205
200.0,200,467.025453
200.0,200,467.328906
200.0,200,467.48093
200.0,200,467.632695
200.0,200,467.784196
200.0,200,467.935258
200.0,200,468.086359
200.0,200,468.238823
200.0,200,468.391301
200.0,200,468.541663
200.0,200,468.692052
200.0,200,468.995788
200.0,200,469.146826
200.0,200,469.298545
200.0,200,469.449254
200.0,200,469.600656
200.0,200,469.751596
200.0,200,469.904138
200.0,200,470.057263
200.0,200,470.207245
200.0,200,470.358896
200.0,200,470.510405
200.0,200,470.815579
200.0,200,470.966207
200.0,200,471.117876
200.0,200,471.269994
200.0,200,471.419937
200.0,200,471.571714
200.0,200,471.723236
200.0,200,471.874459
200.0,200,472.023961
200.0,200,472.174283
200.0,200,472.476987
200.0,200,472.62773
200.0,200,472.778575
200.0,200,472.930046
200.0,200,473.08092
200.0,200,473.233159
200.0,200,473.383622
200.0,200,473.534313
200.0,200,473.685166
200.0,200,473.835647
200.0,200,474.138578
200.0,200,474.290656
200.0,200,474.442292
200.0,200,474.594569
200.0,200,474.746674
200.0,200,474.897644
200.0,200,475.052052
200.0,200,475.20301
200.0,200,475.354638
200.0,200,475.506769
200.0,200,475.809083
200.0,200,475.960088
200.0,200,476.110142
200.0,200,476.26105
200.0,200,476.411252
200.0,200,476.562735
200.0,200,476.712316
200.0,200,476.864593
200.0,200,477.016623
200.0,200,477.167943
200.0,200,477.475636
200.0,200,477.62742
200.0,200,477.777867
200.0,200,477.92897
200.0,200,478.080397
200.0,200,478.231472
200.0,200,478.382556
200.0,200,478.534792
200.0,200,478.687033
200.0,200,478.838254
200.0,200,478.989234
200.0,200,479.294459
200.0,200,479.449306
200.0,200,479.600093
200.0,200,479.751561
200.0,200,479.901648
200.0,200,480.052974
200.0,200,480.205822
200.0,200,480.355803
200.0,200,480.509051
200.0,200,480.660409
200.0,200,480.962641
200.0,200,481.112876
200.0,200,481.265748
200.0,200,481.417715
200.0,200,481.567693
200.0,200,481.718708
200.0,200,481.869038
200.0,200,482.020223
200.0,200,482.170981
200.0,200,482.321281
200.0,200,482.621065
200.0,200,482.777473
200.0,200,482.94322
200.0,200,483.101603
200.0,200,483.252407
200.0,200,483.401506
200.0,200,483.553461
200.0,200,483.705218
200.0,200,483.856666
200.0,200,484.008057
200.0,200,484.312112
200.0,200,484.465025
200.0,200,484.615358
200.0,200,484.766593
200.0,200,484.919236
200.0,200,485.071894
200.0,200,485.221838
200.0,200,485.373383
200.0,200,485.524878
200.0,200,485.674475
200.0,200,485.825758
200.0,200,486.128344
200.0,200,486.280571
200.0,200,486.432128
200.0,200,486.582677
200.0,200,486.735916
200.0,200,486.886682
200.0,200,487.0396
200.0,200,487.190718
200.0,200,487.343809
200.0,200,487.496719
200.0,200,487.799855
200.0,200,487.952856
200.0,200,488.111861
200.0,200,488.267108
200.0,200,488.418549
200.0,200,488.571662
200.0,200,488.724559
200.0,200,488.879207
200.0,200,489.034437
200.0,200,489.187185
200.0,200,489.492356
200.0,200,489.645611
200.0,200,489.796049
200.0,200,489.947531
200.0,200,490.098264
200.0,200,490.248168
200.0,200,490.398819
200.0,200,490.549151
200.0,200,490.701243
200.0,200,490.851808
200.0,200,491.153468
200.0,200,491.304158
200.0,200,491.456581
200.0,200,491.608574
200.0,200,491.758464
200.0,200,491.909989
200.0,200,492.063766
200.0,200,492.215232
200.0,200,492.366647
200.0,200,492.518575
200.0,200,492.66979
200.0,200,492.974721
200.0,200,493.12556
200.0,200,493.278367
200.0,200,493.429254
200.0,200,493.580318
200.0,200,493.731969
200.0,200,493.884243
200.0,200,494.036215
200.0,200,494.1857
200.0,200,494.336073
200.0,200,494.640589
200.0,200,494.790062
200.0,200,494.940293
200.0,200,495.093887
200.0,200,495.244269
200.0,200,495.394152
200.0,200,495.544903
200.0,200,495.696127
200.0,200,495.845805
200.0,200,495.997636
200.0,200,496.300907
200.0,200,496.451261
200.0,200,496.602303
200.0,200,496.754884
200.0,200,496.905076
200.0,200,497.056798
200.0,200,497.207907
200.0,200,497.359114
200.0,200,497.510879
200.0,200,497.662691
200.0,200,497.965445
200.0,200,498.119118
200.0,200,498.270184
200.0,200,498.420207
200.0,200,498.571664
200.0,200,498.723296
200.0,200,498.874835
200.0,200,499.026848
200.0,200,499.177885
200.0,200,499.331918
200.0,200,499.485453
200.0,200,499.789235
200.0,200,499.94022
200.0,200,500.092547
200.0,200,500.246695
200.0,200,500.401015
200.0,200,500.552999
200.0,200,500.703903
200.0,200,500.854367
200.0,200,501.006099
200.0,200,501.158022
200.0,200,501.461519
200.0,200,501.612313
200.0,200,501.763736
200.0,200,501.916533
200.0,200,502.068511
200.0,200,502.219569
200.0,200,502.370815
200.0,200,502.521822
200.0,200,502.671555
200.0,200,502.823363
200.0,200,503.128946
200.0,200,503.281396
200.0,200,503.432643
200.0,200,503.585953
200.0,200,503.739585
200.0,200,503.897764
200.0,200,504.048224
200.0,200,504.200215
200.0,200,504.353023
200.0,200,504.504366
200.0,200,504.808588
200.0,200,504.95933
200.0,200,505.110932
200.0,200,505.262371
200.0,200,505.413286
200.0,200,505.563907
200.0,200,505.715745
200.0,200,505.866565
200.0,200,506.017714
200.0,200,506.168364
200.0,200,506.319168
200.0,200,506.620052
200.0,200,506.771226
200.0,200,506.922538
200.0,200,507.074661
200.0,200,507.226929
200.0,200,507.400536
200.0,200,507.552174
200.0,200,507.704608
200.0,200,507.857214
200.0,200,508.008316
200.0,200,508.310328
200.0,200,508.462522
200.0,200,508.613153
200.0,200,508.765772
200.0,200,508.917123
200.0,200,509.066731
200.0,200,509.218426
200.0,200,509.369913
200.0,200,509.521888
200.0,200,509.673576
200.0,200,509.987846
200.0,200,510.141616
200.0,200,510.292679
200.0,200,510.444505
200.0,200,510.595317
200.0,200,510.746456
200.0,200,510.897725
200.0,200,511.049493
200.0,200,511.198917
200.0,200,511.349608
200.0,200,511.655408
200.0,200,511.806255
200.0,200,511.956981
200.0,200,512.108319
200.0,200,512.26145
200.0,200,512.413854
200.0,200,512.565386
200.0,200,512.716544
200.0,200,512.866179
200.0,200,513.018775
200.0,200,513.169066
200.0,200,513.47303
200.0,200,513.624906
200.0,200,513.776095
200.0,200,513.926913
200.0,200,514.077349
200.0,200,514.227687
200.0,200,514.378854
200.0,200,514.535035
200.0,200,514.686526
200.0,200,514.837911
200.0,200,515.142584
200.0,200,515.294459
200.0,200,515.445201
200.0,200,515.596639
200.0,200,515.74652
200.0,200,515.898547
200.0,200,516.050353
200.0,200,516.201992
200.0,200,516.353875
200.0,200,516.505831
200.0,200,516.80881
200.0,200,516.959584
200.0,200,517.110537
200.0,200,517.262974
200.0,200,517.414583
200.0,200,517.565694
200.0,200,517.717406
200.0,200,517.867668
200.0,200,518.017483
200.0,200,518.168976
200.0,200,518.472294
200.0,200,518.623375
200.0,200,518.775609
200.0,200,518.926775
200.0,200,519.079571
200.0,200,519.231825
200.0,200,519.383905
200.0,200,519.535042
200.0,200,519.687214
200.0,200,519.837976
200.0,200,520.14367
200.0,200,520.294121
200.0,200,520.443135
200.0,200,520.594442
200.0,200,520.745414
200.0,200,520.895622
200.0,200,521.045434
200.0,200,521.195292
200.0,200,521.346784
200.0,200,521.499162
200.0,200,521.649176
200.0,200,521.951952
200.0,200,522.10331
200.0,200,522.254546
200.0,200,522.406581
200.0,200,522.558455
200.0,200,522.709727
200.0,200,522.861606
200.0,200,523.012919
200.0,200,523.16396
200.0,200,523.31456
200.0,200,523.623513
200.0,200,523.774226
200.0,200,523.925707
200.0,200,524.076515
200.0,200,524.228285
200.0,200,524.378426
200.0,200,524.530148
200.0,200,524.68099
200.0,200,524.8335
200.0,200,524.98764
200.0,200,525.29236
200.0,200,525.443804
200.0,200,525.595752
200.0,200,525.748966
200.0,200,525.901077
200.0,200,526.0523
200.0,200,526.203197
200.0,200,526.354272
200.0,200,526.506033
200.0,200,526.655006
200.0,200,526.956893
200.0,200,527.109355
200.0,200,527.260797
200.0,200,527.412423
200.0,200,527.564326
200.0,200,527.716599
200.0,200,527.86785
200.0,200,528.018413
200.0,200,528.16948
200.0,200,528.322288
200.0,200,528.470785
200.0,200,528.771307
200.0,200,528.920778
200.0,200,529.072465
200.0,200,529.222281
200.0,200,529.372641
200.0,200,529.524118
200.0,200,529.676439
200.0,200,529.827036
200.0,200,529.978401
200.0,200,530.131576
200.0,200,530.434028
200.0,200,530.586969
200.0,200,530.739464
200.0,200,530.89121
200.0,200,531.04241
200.0,200,531.194867
200.0,200,531.347063
200.0,200,531.498709
200.0,200,531.651099
200.0,200,531.801514
200.0,200,532.101512
200.0,200,532.2547
200.0,200,532.406853
200.0,200,532.559746
200.0,200,532.711832
200.0,200,532.862671
200.0,200,533.013483
200.0,200,533.164769
200.0,200,533.316116
200.0,200,533.468249
200.0,200,533.773285
200.0,200,533.926387
200.0,200,534.07725
200.0,200,534.230437
200.0,200,534.383169
200.0,200,534.535578
200.0,200,534.687513
200.0,200,534.83811
200.0,200,534.988624
200.0,200,535.138913
200.0,200,535.290587
200.0,200,535.596601
200.0,200,535.747552
200.0,200,535.898841
200.0,200,536.050353
200.0,200,536.202343
200.0,200,536.35256
200.0,200,536.503866
200.0,200,536.65581
200.0,200,536.80684
200.0,200,536.958579
200.0,200,537.280835
200.0,200,537.444467
200.0,200,537.596503
200.0,200,537.749006
200.0,200,537.900731
200.0,200,538.050525
200.0,200,538.200288
200.0,200,538.352777
200.0,200,538.503716
200.0,200,538.656091
200.0,200,538.959005
200.0,200,539.109961
200.0,200,539.263086
200.0,200,539.418137
200.0,200,539.569536
200.0,200,539.720437
200.0,200,539.871551
200.0,200,540.020279
200.0,200,540.172029
200.0,200,540.323261
200.0,200,540.624267
200.0,200,540.775773
200.0,200,540.926343
200.0,200,541.078023
200.0,200,541.229751
200.0,200,541.381228
200.0,200,541.532042
200.0,200,541.684112
200.0,200,541.835926
200.0,200,541.987815
200.0,200,542.140048
200.0,200,542.445131
200.0,200,542.595034
200.0,200,542.747424
200.0,200,542.896934
200.0,200,543.048638
200.0,200,543.200957
200.0,200,543.352984
200.0,200,543.492595
200.0,200,543.639511
200.0,200,543.791193
200.0,200,544.094656
200.0,200,544.247015
200.0,200,544.397487
200.0,200,544.550046
200.0,200,544.700659
200.0,200,544.855756
200.0,200,545.007298
200.0,200,545.159621
200.0,200,545.311985
200.0,200,545.464525
200.0,200,545.766744
200.0,200,545.920082
200.0,200,546.073163
200.0,200,546.224421
200.0,200,546.375541
200.0,200,546.528912
200.0,200,546.680419
200.0,200,546.830829
200.0,200,546.982365
200.0,200,547.134821
200.0,200,547.437179
200.0,200,547.589352
200.0,200,547.740658
200.0,200,547.892369
200.0,200,548.042955
200.0,200,548.195219
200.0,200,548.347392
200.0,200,548.498791
200.0,200,548.650838
200.0,200,548.80272
200.0,200,548.955249
200.0,200,549.258655
200.0,200,549.410485
200.0,200,549.561277
200.0,200,549.712441
200.0,200,549.865099
200.0,200,550.016464
200.0,200,550.168871
200.0,200,550.322931
200.0,200,550.47551
200.0,200,550.626686
200.0,200,550.928597
200.0,200,551.079711
200.0,200,551.231313
200.0,200,551.384052
200.0,200,551.534526
200.0,200,551.686738
200.0,200,551.838764
200.0,200,551.989888
200.0,200,552.140645
200.0,200,552.291206
200.0,200,552.592318
200.0,200,552.744089
200.0,200,552.895405
200.0,200,553.045921
200.0,200,553.197748
200.0,200,553.349319
200.0,200,553.499852
200.0,200,553.652026
200.0,200,553.803415
200.0,200,553.954113
200.0,200,554.257643
200.0,200,554.409542
200.0,200,554.561663
200.0,200,554.713138
200.0,200,554.865287
200.0,200,555.017091
200.0,200,555.167421
200.0,200,555.318704
200.0,200,555.468027
200.0,200,555.619984
200.0,200,555.771991
200.0,200,556.074877
200.0,200,556.227685
200.0,200,556.380181
200.0,200,556.532278
200.0,200,556.683619
200.0,200,556.834665
200.0,200,556.987338
200.0,200,557.138908
200.0,200,557.290318
200.0,200,557.442155
200.0,200,557.745576
200.0,200,557.896487
200.0,200,558.049643
200.0,200,558.20207
200.0,200,558.355096
200.0,200,558.50789
200.0,200,558.660074
200.0,200,558.811724
200.0,200,558.962913
200.0,200,559.114481
200.0,200,559.417813
200.0,200,559.568769
200.0,200,559.721404
200.0,200,559.872611
200.0,200,560.024099
200.0,200,560.177977
200.0,200,560.33005
200.0,200,560.480396
200.0,200,560.631799
200.0,200,560.783991
200.0,200,561.086474
200.0,200,561.239729
200.0,200,561.391731
200.0,200,561.542936
200.0,200,561.69465
200.0,200,561.845575
200.0,200,561.99819
200.0,200,562.150563
200.0,200,562.302195
200.0,200,562.454315
200.0,200,562.757647
200.0,200,562.910441
200.0,200,563.061242
200.0,200,563.213575
200.0,200,563.365155
200.0,200,563.517599
200.0,200,563.668634
200.0,200,563.819732
200.0,200,563.971537
200.0,200,564.123325
200.0,200,564.274186
200.0,200,564.577484
200.0,200,564.729111
200.0,200,564.880405
200.0,200,565.031498
200.0,200,565.183224
200.0,200,565.334031
200.0,200,565.485374
200.0,200,565.636953
200.0,200,565.787423
200.0,200,565.939454
200.0,200,566.244209
200.0,200,566.395206
200.0,200,566.54683
200.0,200,566.697976
200.0,200,566.850044
200.0,200,567.0014
200.0,200,567.152796
200.0,200,567.327806
200.0,200,567.485285
200.0,200,567.63682
200.0,200,567.938457
200.0,200,568.090475
200.0,200,568.245779
200.0,200,568.399032
200.0,200,568.551365
200.0,200,568.704478
200.0,200,568.856871
200.0,200,569.008459
200.0,200,569.161333
200.0,200,569.313076
200.0,200,569.619332
200.0,200,569.771746
200.0,200,569.934479
200.0,200,570.085919
200.0,200,570.237504
200.0,200,570.38734
200.0,200,570.539384
200.0,200,570.692082
200.0,200,570.843588
200.0,200,570.99609
200.0,200,571.148298
200.0,200,571.451414
200.0,200,571.603565
200.0,200,571.754377
200.0,200,571.905455
200.0,200,572.058369
200.0,200,572.211072
200.0,200,572.36453
200.0,200,572.516651
200.0,200,572.668681
200.0,200,572.821739
200.0,200,573.126749
200.0,200,573.281073
200.0,200,573.432418
200.0,200,573.583262
200.0,200,573.734507
200.0,200,573.884408
200.0,200,574.033882
200.0,200,574.185369
200.0,200,574.337911
200.0,200,574.488371
200.0,200,574.791264
200.0,200,574.94203
200.0,200,575.09447
200.0,200,575.244397
200.0,200,575.397002
200.0,200,575.549077
200.0,200,575.700986
200.0,200,575.851287
200.0,200,576.001861
200.0,200,576.154373
200.0,200,576.455528
200.0,200,576.606986
200.0,200,576.757618
200.0,200,576.910554
200.0,200,577.063034
200.0,200,577.21434
200.0,200,577.366496
200.0,200,577.519691
200.0,200,577.67193
200.0,200,577.824016
200.0,200,577.976835
200.0,200,578.281611
200.0,200,578.434587
200.0,200,578.586689
200.0,200,578.738256
200.0,200,578.890782
200.0,200,579.046738
200.0,200,579.198289
200.0,200,579.350766
200.0,200,579.501999
200.0,200,579.653938
200.0,200,579.9566
200.0,200,580.109539
200.0,200,580.262306
200.0,200,580.414518
200.0,200,580.567384
200.0,200,580.719095
200.0,200,580.871674
200.0,200,581.02369
200.0,200,581.175148
200.0,200,581.327866
200.0,200,581.631873
200.0,200,581.782988
200.0,200,581.933979
200.0,200,582.085389
200.0,200,582.237751
200.0,200,582.38934
200.0,200,582.540076
200.0,200,582.690771
200.0,200,582.841587
200.0,200,582.992467
200.0,200,583.295888
200.0,200,583.447276
200.0,200,583.598547
200.0,200,583.751086
200.0,200,583.903954
200.0,200,584.056072
200.0,200,584.20644
200.0,200,584.357923
200.0,200,584.510233
200.0,200,584.66205
200.0,200,584.811378
200.0,200,585.11529
200.0,200,585.267603
200.0,200,585.419072
200.0,200,585.571848
200.0,200,585.722374
200.0,200,585.87438
200.0,200,586.027114
200.0,200,586.177696
200.0,200,586.329177
200.0,200,586.477742
200.0,200,586.780071
200.0,200,586.932523
200.0,200,587.082005
200.0,200,587.232934
200.0,200,587.384308
200.0,200,587.536803
200.0,200,587.688389
200.0,200,587.84019
200.0,200,587.991473
200.0,200,588.142494
200.0,200,588.443566
200.0,200,588.594956
200.0,200,588.745581
200.0,200,588.897043
200.0,200,589.047373
200.0,200,589.198205
200.0,200,589.348701
200.0,200,589.500318
200.0,200,589.65219
200.0,200,589.804118
200.0,200,590.108381
200.0,200,590.260608
200.0,200,590.411732
200.0,200,590.561506
200.0,200,590.71219
200.0,200,590.864353
200.0,200,591.015815
200.0,200,591.167794
200.0,200,591.319477
200.0,200,591.46846
200.0,200,591.619691
200.0,200,591.921863
200.0,200,592.074816
200.0,200,592.226827
200.0,200,592.378118
200.0,200,592.530467
200.0,200,592.682349
200.0,200,592.834241
200.0,200,592.985278
200.0,200,593.135483
200.0,200,593.2885
200.0,200,593.589497
200.0,200,593.740286
200.0,200,593.892073
200.0,200,594.044002
200.0,200,594.194751
200.0,200,594.345476
200.0,200,594.497093
200.0,200,594.649023
200.0,200,594.80137
200.0,200,594.952704
200.0,200,595.256341
200.0,200,595.407634
200.0,200,595.559031
200.0,200,595.708686
200.0,200,595.859008
200.0,200,596.00867
200.0,200,596.159411
200.0,200,596.310568
200.0,200,596.462591
200.0,200,596.614822
200.0,200,596.918074
200.0,200,597.071169
200.0,200,597.225906
200.0,200,597.403051
200.0,200,597.555689
200.0,200,597.707839
200.0,200,597.857692
200.0,200,598.008262
200.0,200,598.16091
200.0,200,598.312403
200.0,200,598.463263
200.0,200,598.767134
200.0,200,598.915826
200.0,200,599.066182
200.0,200,599.216668
200.0,200,599.369595
200.0,200,599.519649
200.0,200,599.670344
200.0,200,599.82199
200.0,200,599.970935
200.0,200,600.124266
200.0,200,600.428804
200.0,200,600.58001
200.0,200,600.731836
200.0,200,600.883157
200.0,200,601.032785
200.0,200,601.18348
200.0,200,601.33439
200.0,200,601.484248
200.0,200,601.635708
200.0,200,601.78796
200.0,200,602.089854
200.0,200,602.240393
200.0,200,602.391292
200.0,200,602.541811
200.0,200,602.692013
200.0,200,602.841525
200.0,200,602.993942
200.0,200,603.146134
200.0,200,603.298332
200.0,200,603.447851
200.0,200,603.75139
200.0,200,603.90375
200.0,200,604.054201
200.0,200,604.2059
200.0,200,604.356783
200.0,200,604.508684
200.0,200,604.659071
200.0,200,604.809918
200.0,200,604.962046
200.0,200,605.114118
200.0,200,605.418254
200.0,200,605.570886
200.0,200,605.723714
200.0,200,605.874273
200.0,200,606.025101
200.0,200,606.176524
200.0,200,606.328904
200.0,200,606.480975
200.0,200,606.631378
200.0,200,606.783081
200.0,200,606.933507
200.0,200,607.237164
200.0,200,607.39198
200.0,200,607.543563
200.0,200,607.693464
200.0,200,607.844743
200.0,200,607.996311
200.0,200,608.148693
200.0,200,608.302209
200.0,200,608.45305
200.0,200,608.605662
200.0,200,608.910471
200.0,200,609.064033
200.0,200,609.215327
200.0,200,609.366301
200.0,200,609.518141
200.0,200,609.670772
200.0,200,609.820987
